P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
"HD 168863 b","Radial Velocity","Multiple Observatories","2022","2023-06-12","2154.8766","-348.33993","354.06085","0","Mass","12.700000","","","0","14773.933","-2644.0586","8638.6102","0","10.961000","-1.4230000","3.7980000","0","0.18700000","-0.064000000","0.18100000","0","129.83900","-7.6090000","5.0880000","0","134.57200","-35.444000","35.623000","0","HD 168863","HD 168863","","","275.66422","-18.021973","18h22m39.41s","-18d01m19.10s","9.3500000","-0.030000000","0.030000000","39.897900","-0.091900000","0.092400000","4905.0000","-153.97000","170.10000","0","0.80000000","-0.10000000","0.10000000","0","0.78000000","-0.070000000","0.060000000","0","0.16000000","-0.090000000","0.090000000","0","","","","0","-0.50100000","-0.019000000","0.017000000","0","4.5600000","-0.12000000","0.10000000","0","13.025948","169.67532","13.360262","1.0519891","1.2402335","11.152648","8.9112930","13.010707","11.009471","0.0026731850","0.0018637953","0.0039729999","57.539553","52.929679","63.955713","","59.775755","72.227928","Jovian","K","18 22 39.41","-18 01 19.10","0.31550046","0.44190906","1.0725458","0.55974398","1.0168692","0.59243094","1.0168692","0.54037352","1.0168692","1.5165746","0.42029346","0.42826685","0","0","Cold","0","0.072987305","Sagittarius","Sgr","Archer"
"HD 181234 b","Radial Velocity","La Silla Observatory","2019","2023-06-12","2980.9126","-315.60361","321.00669","0","Mass","12.500000","","","0","7593.4051","-121.82598","113.61020","0","7.4270000","-0.34000000","0.30400000","0","0.72600000","-0.010000000","0.010000000","0","98.732000","-41.610000","24.466000","0","95.367000","-2.6430000","2.5580000","0","HD 181234","HD 181234","HIP 95015","G8 IV","289.99987","-9.3249700","19h19m59.97s","-09d19m29.89s","8.5900000","-0.030000000","0.030000000","47.745800","-0.12900000","0.12980000","5386.0000","-60.000000","60.000000","0","0.94000000","-0.12000000","0.12000000","0","1.0600000","-0.020000000","0.020000000","0","0.32000000","-0.050000000","0.050000000","0","6.3200000","-2.5800000","2.5800000","0","-0.099000000","-0.0020000000","0.0020000000","0","4.3700000","-0.030000000","0.030000000","0","15.442571","238.47301","19.077841","1.5262273","0.29905865","9.3842967","2.0349980","12.819002","8.0316040","0.020988310","0.0048449753","0.19225251","84.907991","67.208252","168.68160","","75.901160","190.49936","Jovian","G","19 19 59.97","-09 19 29.89","0.79615935","0.68504847","1.6330324","0.86770772","1.5482626","0.91789689","1.5482626","0.83764844","1.5482626","2.4091496","1.0134010","0.47648983","0","0","Cold","0","0.093050599","Aquila","Aql","Eagle"
"HD 190228 b","Radial Velocity","Multiple Observatories","2022","2023-06-12","1598.6769","-0.95349000","378.21580","0","Mass","12.900000","","","0","1143.5986","-1.7068000","1.7674200","0","2.4060000","-0.047000000","0.045000000","0","0.55900000","-0.010000000","0.010000000","0","94.987000","-31.419000","26.248000","0","97.211000","-1.4990000","1.5600000","0","HD 190228","HD 190228","HIP 98714","G5 IV","300.75373","28.306556","20h03m00.90s","+28d18m23.60s","7.3000000","-0.030000000","0.030000000","62.714600","-0.12105000","0.12105000","5360.0000","-40.000000","40.000000","0","1.4200000","-0.080000000","0.080000000","0","2.5900000","","","0","-0.24000000","-0.060000000","0.060000000","0","","","","0","0.69700000","","","0","4.0200000","-0.10000000","0.10000000","0","11.132315","123.92844","9.6068559","0.74471751","0.11041047","2.7819146","1.0610460","3.7509540","2.5113464","1.0369705","0.35376635","4.4211126","240.10234","196.46213","369.38785","","221.87310","417.16553","Jovian","G","20 03 00.90","+28 18 23.60","4.9773708","1.7153201","4.0925893","2.1726892","3.8801451","2.2984212","3.8801451","2.0974285","3.8801451","6.0237060","1.1119939","0.51853799","1","1","Warm","0","0.39449919","Vulpecula","Vul","Fox"
"HD 90156 b","Radial Velocity","La Silla Observatory","2009","2021-09-20","17.980000","-1.4600000","1.4600000","0","Msini","4.4300000","","","0","49.770000","-0.070000000","0.070000000","0","0.25000000","-0.0040000000","0.0040000000","0","0.31000000","-0.10000000","0.10000000","0","","","","0","113.00000","-18.000000","18.000000","0","HD 90156","HD 90156","HIP 50921","G5V","155.98011","-29.645103","10h23m55.23s","-29d38m42.37s","6.9200000","-0.030000000","0.030000000","21.949600","-0.016900000","0.017000000","5599.0000","-12.000000","12.000000","0","0.84000000","","","0","0.92000000","-0.020000000","0.020000000","0","-0.24000000","-0.010000000","0.010000000","0","4.4000000","","","0","-0.14300000","-0.0060000000","0.0060000000","0","4.4800000","-0.020000000","0.020000000","0","2.0146193","4.0586907","0.91618301","0.20681332","0.0047908343","0.26201250","0.17250000","0.32750000","0.25310235","12.107648","6.7077581","24.178079","466.33887","409.96243","564.87865","","462.98814","637.94167","Neptunian","G","10 23 55.23","-29 38 42.37","0.71944898","0.64334605","1.5233533","0.81488146","1.4442773","0.86183367","1.4442773","0.78663133","1.4442773","2.2901491","1.4074131","0.43207590","0","0","Hot","0","0.25262777","Hydra","Hya","Water Snake"
"HD 95089 b","Radial Velocity","W. M. Keck Observatory","2009","2018-12-03","400.46580","-27.015550","27.015550","0","Msini","13.700000","","","0","464.40000","-3.8000000","3.8000000","0","1.3600000","-0.13000000","0.13000000","0","0.11900000","-0.072000000","0.072000000","0","","","","0","301.00000","-35.000000","35.000000","0","HD 95089","HD 95089","HIP 53666","G8/K0 IV","164.69875","1.7290087","10h58m47.70s","+01d43m44.43s","7.9200000","-0.030000000","0.030000000","136.95700","-1.9550000","1.9550000","4918.0000","","","0","1.5400000","","","0","5.0800000","","","0","0.050000000","-0.030000000","0.030000000","0","2.5000000","-0.90000000","0.90000000","0","1.1300000","-0.016000000","0.016000000","0","3.2400000","","","0","5.4065775","29.231080","2.1336555","0.15574128","0.076497687","1.3696295","1.1981600","1.5218400","1.3624186","7.3454632","5.8245451","9.3965919","418.25816","395.74480","446.00764","","446.93156","503.69555","Jovian","G","10 58 47.70","+01 43 44.43","13.489629","2.8878538","7.0052905","3.6578984","6.6416416","3.8714480","6.6416416","3.5313115","6.6416416","9.9166221","0.53464118","0.48126958","0","0","Hot","0","0.18620265","Leo","Leo","Lion"
"K2-199 c","Transit","K2","2018","2022-03-28","12.400000","-2.3000000","2.3000000","0","Mass","2.8500000","-0.090000000","0.10000000","0","7.3744897","-3.7000000e-06","3.7000000e-06","0","0.066200000","-0.00070000000","0.00070000000","0","0.030000000","-0.030000000","0.060000000","0","87.700000","-0.60000000","0.60000000","0","170.00000","-110.00000","130.00000","0","K2-199","","","","208.90145","-6.1360833","13h55m36.35s","-06d08m09.90s","12.358000","-0.11400000","0.11400000","107.51800","-0.59600000","0.60200000","4491.0000","-100.00000","100.00000","0","0.71000000","-0.020000000","0.020000000","0","0.68000000","-0.010000000","0.010000000","0","-0.010000000","-0.090000000","0.090000000","0","5.0400000","-3.5900000","6.1200000","0","-0.73300000","-0.024000000","0.023000000","0","4.6400000","-0.010000000","0.010000000","0","2.0858756","4.3508772","1.5266236","0.53565740","0.0016664902","0.066229790","0.064214000","0.068186000","0.066207450","42.216239","39.774944","44.847739","649.22656","639.73793","659.22679","","722.48347","744.49307","Neptunian","K","13 55 36.35","-06 08 09.90","0.18492686","0.34399927","0.85024519","0.43572867","0.80610635","0.46140111","0.80610635","0.42064977","0.80610635","1.1610843","0.19832734","0.41787787","0","0","Hot","0","0.24485668","Virgo","Vir","Virgin"
"K2-108 b","Transit","K2","2017","2019-09-05","59.400000","-4.4000000","4.4000000","0","Mass","5.3300000","-0.21000000","0.21000000","0","4.7339990","-0.00022700000","0.00022100000","0","0.058100000","-0.00090000000","0.00090000000","0","0.18000000","-0.042000000","0.042000000","0","86.135000","-4.0000000","2.7270000","0","","","","0","K2-108","","","","123.38185","16.419516","08h13m31.64s","+16d25m10.26s","12.339000","-0.092000000","0.092000000","477.29500","-9.6920000","10.094000","5599.0000","-87.000000","87.000000","0","1.1700000","-0.060000000","0.060000000","0","1.7600000","-0.040000000","0.040000000","0","0.36000000","-0.050000000","0.050000000","0","7.8000000","-1.5000000","1.5000000","0","0.40500000","-0.025000000","0.018000000","0","4.0200000","-0.030000000","0.030000000","0","3.3383327","11.144465","2.0908941","0.39228781","0.0017645830","0.059041220","0.047642000","0.068558000","0.058337845","765.24377","540.60956","1119.4895","1331.6022","1228.3458","1473.5155","","1387.2235","1664.1042","Neptunian","G","08 13 31.64","+16 25 10.26","2.5409727","1.2090511","2.8628635","1.5314204","2.7142546","1.6196585","2.7142546","1.4783295","2.7142546","4.3039158","1.5717753","0.53084683","0","0","Hot","0","0.14480908","Cancer","Cnc","Crab"
"HD 99109 b","Radial Velocity","W. M. Keck Observatory","2005","2021-09-20","139.84520","-25.426400","25.426400","0","Msini","14.300000","","","0","439.29999","-5.6000000","5.6000000","0","1.1100000","-0.020000000","0.020000000","0","0.090000000","-0.12000000","0.12000000","0","","","","0","6.0000000","-69.000000","60.000000","0","HD 99109","HD 99109","HIP 55664","G8/K0 IV","171.07156","-1.5297610","11h24m17.17s","-01d31m47.14s","9.1000000","-0.030000000","0.030000000","54.790100","-0.16620000","0.16720000","5282.0000","-32.000000","32.000000","0","0.76000000","-0.10000000","0.10000000","0","0.98000000","-0.020000000","0.020000000","0","0.35000000","","","0","1.0000000","-1.0000000","3.0000000","1","-0.17200000","-0.0020000000","0.0020000000","0","4.3400000","-0.050000000","0.050000000","1","3.1272008","9.7793846","0.68387305","0.047823290","0.057468202","1.1144955","1.0101000","1.2099000","1.1111269","0.54842860","0.45972810","0.65958574","218.88595","209.76111","229.57126","","236.89221","259.26467","Jovian","G","11 24 17.17","-01 31 47.14","0.67297666","0.63341212","1.5153327","0.80230520","1.4366724","0.84880298","1.4366724","0.77452014","1.4366724","2.2149492","0.78961181","0.32645954","1","1","Warm","0","0.35165644","Leo","Leo","Lion"
"Kepler-4 b","Transit","Kepler","2009","2023-03-16","24.472000","-3.8140000","3.8140000","0","Mass","4.0020000","-0.21300000","0.21300000","0","3.2134600","-0.00022000000","0.00022000000","0","0.045600000","-0.00090000000","0.00090000000","0","0.0000000","","","0","89.760000","-2.0500000","0.24000000","0","","","","0","Kepler-4","","","","285.61545","50.135771","19h02m27.71s","+50d08m08.78s","12.285000","-0.057000000","0.057000000","487.91600","-5.7610000","5.8980000","5857.0000","-120.00000","120.00000","0","1.2200000","-0.090000000","0.050000000","0","1.4900000","-0.080000000","0.070000000","0","0.17000000","-0.060000000","0.060000000","0","4.5000000","-1.5000000","1.5000000","0","0.35400000","-0.10400000","0.11100000","0","4.1700000","-0.040000000","0.040000000","0","2.4728410","6.1149425","1.5279716","0.38180201","0.0012393291","0.045600000","0.045600000","0.045600000","0.045600000","1086.6015","1086.6015","1086.6015","1462.5721","1462.5721","1462.5721","","1651.7454","1651.7454","Neptunian","G","19 02 27.71","+50 08 08.78","2.2594358","1.1226887","2.6396154","1.4220214","2.5025955","1.5036013","2.5025955","1.3726717","2.5025955","4.0584833","2.4828294","0.49114931","0","0","Hot","0","0.17643535","Draco","Dra","Dragon"
"HAT-P-25 b","Transit","HATNet","2010","2022-10-18","180.84527","-6.9922600","7.3100900","0","Mass","12.722000","-0.53800000","0.53800000","0","3.6528151","-7.5000000e-07","7.6000000e-07","0","0.046600000","-0.00080000000","0.00081000000","0","0.023000000","-0.014000000","0.022000000","0","88.220000","-0.36000000","0.45000000","0","287.00000","-17.000000","52.000000","0","HAT-P-25","","","G5","48.435473","25.197355","03h13m44.51s","+25d11m50.48s","13.146000","-0.092000000","0.092000000","300.38400","-4.1820000","4.3000000","5519.0000","-76.000000","78.000000","0","1.0100000","-0.050000000","0.050000000","0","0.92000000","-0.030000000","0.030000000","0","0.29400000","-0.080000000","0.080000000","0","3.2000000","-2.3000000","2.3000000","0","-0.15200000","-0.045000000","0.044000000","0","4.5200000","-0.030000000","0.030000000","0","3.7702998","14.215160","1.1173684","0.087829615","0.0025668135","0.046612326","0.045528200","0.047671800","0.046603082","324.59593","310.08224","339.96878","1081.1660","1068.9784","1093.8543","","1207.2431","1235.3365","Jovian","G","03 13 44.51","+25 11 50.48","0.70469307","0.63967358","1.5183434","0.81023149","1.4395273","0.85698209","1.4395273","0.78215079","1.4395273","2.2665420","1.3044062","0.43570274","0","0","Hot","0","0.073314167","Aries","Ari","Ram"
"HATS-22 b","Transit","HATSouth","2017","2022-10-18","870.85420","-34.961300","34.961300","0","Mass","10.682000","-0.32500000","0.53800000","0","4.7228124","-5.2000000e-06","5.2000000e-06","0","0.050250000","-0.00042000000","0.00042000000","0","0.079000000","-0.026000000","0.026000000","0","87.960000","-0.21000000","0.21000000","0","56.000000","-73.000000","73.000000","0","HATS-22","","","K V","174.00987","-29.543364","11h36m02.37s","-29d32m36.11s","13.397000","-0.092000000","0.092000000","229.51800","-1.5900000","1.6120000","4803.0000","-55.000000","55.000000","0","0.76000000","-0.020000000","0.020000000","0","0.69000000","-0.020000000","0.030000000","0","0.0000000","-0.040000000","0.040000000","0","","","","0","-0.64600000","-0.040000000","0.047000000","0","4.6400000","-0.030000000","0.030000000","0","9.0291411","81.525389","7.6320341","0.71447614","0.0048442316","0.050406805","0.046280250","0.054219750","0.050289282","89.760927","76.857274","105.48935","783.18073","754.25979","816.39787","","851.81791","921.99310","Jovian","K","11 36 02.37","-29 32 36.11","0.22594358","0.37565742","0.91565493","0.47582710","0.86812226","0.50367344","0.86812226","0.45936204","0.86812226","1.2834051","0.34675532","0.42100668","0","0","Hot","0","0.093546131","Hydra","Hya","Water Snake"
"NGTS-21 b","Transit","Paranal Observatory","2022","2022-10-18","750.07504","-66.743970","66.743970","0","Mass","14.908000","-0.33600000","0.33600000","0","1.5433897","-1.6000000e-06","1.6000000e-06","0","0.023600000","-0.00050000000","0.00050000000","0","0.0000000","","","0","83.850000","-0.44000000","0.44000000","0","90.000000","","","0","NGTS-21","","","K3 V","311.25831","-35.427841","20h45m01.99s","-35d25m40.23s","15.506000","-0.10300000","0.10300000","592.89100","-15.190000","15.995000","4660.0000","-41.000000","41.000000","0","0.72000000","-0.040000000","0.040000000","0","0.86000000","-0.040000000","0.040000000","0","-0.26000000","-0.070000000","0.070000000","0","10.020000","-7.3000000","3.2900000","0","-0.53900000","","","0","4.6300000","-0.34000000","0.34000000","0","7.0932075","50.313593","3.3749391","0.22638443","0.0023930659","0.023600000","0.023600000","0.023600000","0.023600000","519.01032","519.01032","519.01032","1215.8884","1215.8884","1215.8884","","1373.1549","1373.1549","Jovian","K","20 45 01.99","-35 25 40.23","0.28906799","0.42740960","1.0483143","0.54138007","0.99389431","0.57316005","0.99389431","0.52264714","0.99389431","1.4516562","0.26637976","0.47077525","0","0","Hot","0","0.062801245","Microscopium","Mic","Microscope"
"K2-148 d","Transit","K2","2018","2019-09-05","3.3300000","","","0","M-R relationship","1.6400000","-0.21000000","0.24000000","0","9.7579000","-0.0010000000","0.0010000000","0","0.077400000","-0.0024000000","0.0024000000","0","","","","0","","","","0","","","","0","K2-148","","","","14.517649","-0.19325800","00h58m04.24s","-00d11m35.73s","13.627000","-0.10300000","0.10300000","124.45800","-0.61900000","0.62600000","4079.0000","-70.000000","70.000000","0","0.65000000","-0.060000000","0.060000000","0","0.63000000","-0.060000000","0.060000000","0","-0.11000000","-0.12000000","0.12000000","0","","","","0","-0.99600000","-0.10700000","0.086000000","0","4.6500000","-0.050000000","0.050000000","0","1.4249519","2.0304878","1.2381023","0.75494044","0.0013346575","0.077400000","0.077400000","0.077400000","0.077400000","16.846826","16.846826","16.846826","516.09450","516.09450","516.09450","582.84764","582.84764","582.84764","Superterran","K","00 58 04.24","-00 11 35.73","0.10092529","0.25720636","0.64846231","0.32579196","0.61479583","0.34516142","0.61479583","0.31450687","0.61479583","0.85775600","0.094885602","0.39962769","0","0","Hot","0","0.34915497","Cetus","Cet","Whale"
"WASP-142 b","Transit","SuperWASP-South","2016","2022-10-18","266.97720","-28.604700","28.604700","0","Mass","17.150000","-0.89700000","0.89700000","0","2.0528680","-2.0000000e-06","2.0000000e-06","0","0.034700000","-0.00070000000","0.00070000000","0","0.0000000","","","0","80.200000","-0.60000000","0.60000000","0","","","","0","WASP-142","","","F8","140.50632","-23.946102","09h22m01.52s","-23d56m45.97s","12.871000","-0.057000000","0.057000000","730.93300","-22.702000","24.175000","6010.0000","-140.00000","140.00000","0","1.3300000","-0.080000000","0.080000000","0","1.6400000","-0.080000000","0.080000000","0","0.26000000","-0.12000000","0.12000000","0","2.0000000","","","1","0.51300000","-0.021000000","0.020000000","0","4.1300000","-0.040000000","0.040000000","1","3.9455270","15.567184","0.90770750","0.052927551","0.0020323051","0.034700000","0.034700000","0.034700000","0.034700000","2706.0826","2706.0826","2706.0826","1837.3207","1837.3207","1837.3207","","2074.9650","2074.9650","Jovian","F","09 22 01.52","-23 56 45.97","3.2583670","1.3357164","3.1290085","1.6918395","2.9665848","1.7886656","2.9665848","1.6330871","2.9665848","4.8737558","3.3235345","0.44158439","0","0","Hot","0","0.053881703","Hydra","Hya","Water Snake"
